,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,number_of_repeats
94367,862106006,862106,Frank Tech Pant.,272,Trousers,Garment Lower body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,"Sports joggers in heavy jersey with taped details. Elasticated, drawstring waist and zipped side pockets. Tapered legs with shaping seams at the knees for added mobility and wide ribbing at the hems. The polyester content of the joggers is recycled.",2
94368,862109001,862109,Citrus,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Flared, calf-length, off-the-shoulder dress in a cotton weave with wide smocking at the top and long, wide sleeves with narrow elastication at the cuffs. Unlined.",5
94373,862167001,862167,Flounce,265,Dress,Garment Full body,1010001,All over pattern,10,White,3,Light,-1,Unknown,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a double-layered cotton weave with a crinkled texture. Round neck, narrow, adjustable shoulder straps, and gathered seams at the hips and knees for added volume.",24
94374,862167002,862167,Flounce,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a double-layered cotton weave with a crinkled texture. Round neck, narrow, adjustable shoulder straps, and gathered seams at the hips and knees for added volume.",6
94375,862167003,862167,Flounce,265,Dress,Garment Full body,1010016,Solid,10,White,5,Bright,-1,Unknown,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a double-layered cotton weave with a crinkled texture. Round neck, narrow, adjustable shoulder straps, and gathered seams at the hips and knees for added volume.",1
94376,862167004,862167,Flounce,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a double-layered cotton weave with a crinkled texture. Round neck, narrow, adjustable shoulder straps, and gathered seams at the hips and knees for added volume.",7
94377,862167006,862167,Flounce,265,Dress,Garment Full body,1010016,Solid,61,Light Purple,1,Dusty Light,6,Lilac Purple,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a double-layered cotton weave with a crinkled texture. Round neck, narrow, adjustable shoulder straps, and gathered seams at the hips and knees for added volume.",5
94379,862174001,862174,Memory seamless bandeau,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bandeau top in ribbed, fast-drying functional fabric. Lined cups with removable inserts that shape the bust and detachable, adjustable shoulder straps. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility.",2
94381,862201001,862201,Ted Sock Runner BB,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,4221,Young Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Fully-fashioned trainers with details in imitation leather. Elasticated top edge, a loop front and back, and elasticated lacing with a drawstring at the top. Mesh insoles and patterned soles.",1
94385,862249001,862249,MIA SHOPPER,66,Bag,Accessories,1010016,Solid,61,Light Purple,1,Dusty Light,4,Pink,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Shopper in transparent plastic with a trim, handles and shoulder strap in woven fabric. Depth 11 cm. Width 26 cm. Height 30 cm.",1
94390,862272001,862272,Robot blazer,264,Blazer,Garment Upper body,1010026,Other structure,19,Greenish Khaki,1,Dusty Light,20,Khaki green,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Fitted jacket in woven fabric with notch lapels and 3/4-length sleeves with sewn-in turn-ups that have decorative metal buttons. Jetted front pockets, and a single back vent. No fasteners. Lined.",2
94391,862272003,862272,Robot blazer,264,Blazer,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Fitted jacket in woven fabric with notch lapels and 3/4-length sleeves with sewn-in turn-ups that have decorative metal buttons. Jetted front pockets, and a single back vent. No fasteners. Lined.",5
94393,862316001,862316,Sahara HW utility,272,Trousers,Garment Lower body,1010016,Solid,10,White,3,Light,-1,Unknown,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in cotton twill. High waist with elastication at the sides, a zip fly and buttons, and side, back and leg pockets.",2
94395,862325001,862325,Felix HW,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in twill made from a viscose blend. High waist with elastication at the back and pleats at the front, a zip fly and button, and fake welt back pockets with a button. Wide, tapered legs with creases.",2
94396,862325002,862325,Felix HW,272,Trousers,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in twill made from a viscose blend. High waist with elastication at the back and pleats at the front, a zip fly and button, and fake welt back pockets with a button. Wide, tapered legs with creases.",7
94398,862325004,862325,Felix HW,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in twill made from a viscose blend. High waist with elastication at the back and pleats at the front, a zip fly and button, and fake welt back pockets with a button. Wide, tapered legs with creases.",1
94401,862340001,862340,Lily utility HW,272,Trousers,Garment Lower body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in a cotton weave. High paper bag waist with pleats at the front, covered elastication at the back and a tie belt. Zip fly with concealed hook-and-eye fasteners, front pockets and wide, gently tapered, loose-fitting legs with flap pockets.",8
94402,862340002,862340,Lily utility HW,272,Trousers,Garment Lower body,1010016,Solid,92,Green,2,Medium Dusty,19,Green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in a cotton weave. High paper bag waist with pleats at the front, covered elastication at the back and a tie belt. Zip fly with concealed hook-and-eye fasteners, front pockets and wide, gently tapered, loose-fitting legs with flap pockets.",3
94425,862453001,862453,Kickoff low support bra,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Fully lined, ribbed sports bra in fast-drying functional fabric with a deep V-neck and removable inserts that shape the bust. Wide, elastic shoulder straps that cross at the back and wide, covered elastication at the hem. Light support.",2
94426,862453002,862453,Kickoff low support bra,254,Top,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Fully lined, ribbed sports bra in fast-drying functional fabric with a deep V-neck and removable inserts that shape the bust. Wide, elastic shoulder straps that cross at the back and wide, covered elastication at the hem. Light support.",1
94427,862482001,862482,Vovve shorts.,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Shorts in woven fabric with a high waist, pleats at the front, a zip fly with concealed hook-and-eye fasteners and diagonal side pockets.",1
94429,862482003,862482,Vovve shorts.,274,Shorts,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Shorts in woven fabric with a high waist, pleats at the front, a zip fly with concealed hook-and-eye fasteners and diagonal side pockets.",5
94430,862482004,862482,Vovve shorts.,274,Shorts,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Shorts in woven fabric with a high waist, pleats at the front, a zip fly with concealed hook-and-eye fasteners and diagonal side pockets.",3
94431,862482005,862482,Vovve shorts.,274,Shorts,Garment Lower body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Shorts in woven fabric with a high waist, pleats at the front, a zip fly with concealed hook-and-eye fasteners and diagonal side pockets.",4
94432,862482007,862482,Vovve shorts.,274,Shorts,Garment Lower body,1010016,Solid,82,Turquoise,1,Dusty Light,7,Turquoise,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Shorts in woven fabric with a high waist, pleats at the front, a zip fly with concealed hook-and-eye fasteners and diagonal side pockets.",2
94433,862482009,862482,Vovve shorts.,274,Shorts,Garment Lower body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Shorts in woven fabric with a high waist, pleats at the front, a zip fly with concealed hook-and-eye fasteners and diagonal side pockets.",3
94434,862483001,862483,POLO PIQUE STRIPE,254,Top,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Polo shirt in soft cotton piqué with a ribbed collar, button placket, short sleeves with narrow ribbed trims, and short slits in the sides.",4
94435,862496001,862496,Corey tee,255,T-shirt,Garment Upper body,1010016,Solid,30,Other Orange,5,Bright,3,Orange,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Oversized T-shirt in mesh with a trim around the neckline and dropped shoulders.,3
94436,862496002,862496,Corey tee,255,T-shirt,Garment Upper body,1010009,Glittering/Metallic,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Oversized T-shirt in mesh with a trim around the neckline and dropped shoulders.,3
94462,862661005,862661,Soft toy snuggle/animal,78,Other accessories,Accessories,1010002,Application/3D,10,White,3,Light,9,White,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Soft comfort blanket with an animal-shaped head and paws.,1
94463,862693001,862693,Topi Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in sturdy jersey with a round neckline and short sleeves.",2
94464,862693002,862693,Topi Dress,265,Dress,Garment Full body,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in sturdy jersey with a round neckline and short sleeves.",2
94465,862693003,862693,Topi Dress,265,Dress,Garment Full body,1010002,Application/3D,7,Grey,2,Medium Dusty,12,Grey,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in sturdy jersey with a round neckline and short sleeves.",6
94471,862693010,862693,Topi Dress,265,Dress,Garment Full body,1010002,Application/3D,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in sturdy jersey with a round neckline and short sleeves.",1
94472,862693011,862693,Topi Dress,265,Dress,Garment Full body,1010017,Stripe,42,Red,7,Medium,18,Red,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in sturdy jersey with a round neckline and short sleeves.",2
94475,862730001,862730,MARSELLE SKIRT S.1,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Calf-length skirt in woven fabric. High waist with elastication at the back and gathered seams for added width and soft draping. Unlined.,1
94477,862738001,862738,Paperbag Wide Ankle,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length jeans in soft, washed denim. High, elasticated paper bag waist with a small frill trim and detachable tie belt, and wide, straight legs.",1
94478,862738003,862738,Paperbag Wide Ankle,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Ankle-length jeans in soft, washed denim. High, elasticated paper bag waist with a small frill trim and detachable tie belt, and wide, straight legs.",4
94479,862738006,862738,Paperbag Wide Ankle,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Ankle-length jeans in soft, washed denim. High, elasticated paper bag waist with a small frill trim and detachable tie belt, and wide, straight legs.",1
94480,862751001,862751,Lars-Inge terry sock,302,Socks,Socks & Tights,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Socks in a soft, fine-knit cotton blend with a fold-down shaft and soft terry inside. Sizes 3-9 with anti-slip protectors.",1
94481,862821001,862821,Madeira mesh tank,253,Vest top,Garment Upper body,1010028,Mesh,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sleeveless sports top in fast-drying functional fabric with ventilating mesh sections and a racer back. Rounded and slightly longer at the back.,5
94483,862821004,862821,Madeira mesh tank,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sleeveless sports top in fast-drying functional fabric with ventilating mesh sections and a racer back. Rounded and slightly longer at the back.,1
94499,862937002,862937,Jet dress woven,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, gently fitted dress in a viscose weave with a V-neck and buttons down the front. Short, elasticated puff sleeves. Unlined.",2
94505,862952001,862952,Elle pinafore speed dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, sleeveless dress in soft, washed cotton twill with a V-neck and wide, adjustable shoulder straps. Buttons down the front, side pockets with a decorative flap and a detachable tie belt at the waist. Unlined.",1
94507,862956002,862956,Memphis dress-J,265,Dress,Garment Full body,1010028,Mesh,61,Light Purple,1,Dusty Light,6,Lilac Purple,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in flock-print mesh with a frill-trimmed yoke at the front, short sleeves with a flounced trim, and a flounce at the hem. Sewn-in underdress in jersey with narrow shoulder straps.",4
